regcode,region,month,year,marriage
80000000000,Республика Башкортостан,август,2015,"5,029"
80000000000,Республика Башкортостан,август,2016,"3,689"
80000000000,Республика Башкортостан,август,2017,"3,972"
80000000000,Республика Башкортостан,август,2018,"4,295"
80000000000,Республика Башкортостан,август,2019,"3,775"
80000000000,Республика Башкортостан,август,2020,"3,117"
80000000000,Республика Башкортостан,сентябрь,2006,"3,775"
80000000000,Республика Башкортостан,сентябрь,2007,"3,696"
80000000000,Республика Башкортостан,сентябрь,2008,"2,985"
80000000000,Республика Башкортостан,сентябрь,2009,"3,586"
80000000000,Республика Башкортостан,сентябрь,2010,"3,843"
80000000000,Республика Башкортостан,сентябрь,2011,"4,994"
80000000000,Республика Башкортостан,сентябрь,2012,"4,114"
80000000000,Республика Башкортостан,сентябрь,2013,"3,974"
80000000000,Республика Башкортостан,сентябрь,2014,"3,522"
80000000000,Республика Башкортостан,сентябрь,2015,"3,278"
80000000000,Республика Башкортостан,сентябрь,2016,"2,685"
80000000000,Республика Башкортостан,сентябрь,2017,"2,998"
80000000000,Республика Башкортостан,сентябрь,2018,"2,619"
80000000000,Республика Башкортостан,сентябрь,2019,"2,661"
80000000000,Республика Башкортостан,сентябрь,2020,"2,036"
80000000000,Республика Башкортостан,октябрь,2006,"2,156"
80000000000,Республика Башкортостан,октябрь,2007,"2,670"
80000000000,Республика Башкортостан,октябрь,2008,"2,879"
80000000000,Республика Башкортостан,октябрь,2009,"3,076"
80000000000,Республика Башкортостан,октябрь,2010,"3,122"
80000000000,Республика Башкортостан,октябрь,2011,"3,104"
80000000000,Республика Башкортостан,октябрь,2012,"2,607"
80000000000,Республика Башкортостан,октябрь,2013,"2,734"
80000000000,Республика Башкортостан,октябрь,2014,"2,507"
80000000000,Республика Башкортостан,октябрь,2015,"2,480"
80000000000,Республика Башкортостан,октябрь,2016,"1,890"
80000000000,Республика Башкортостан,октябрь,2017,"1,845"
80000000000,Республика Башкортостан,октябрь,2018,"1,697"
80000000000,Республика Башкортостан,октябрь,2019,"1,876"
80000000000,Республика Башкортостан,октябрь,2020,"1,807"
80000000000,Республика Башкортостан,ноябрь,2006,"2,360"
80000000000,Республика Башкортостан,ноябрь,2007,"2,972"
80000000000,Республика Башкортостан,ноябрь,2008,"2,408"
80000000000,Республика Башкортостан,ноябрь,2009,"2,280"
80000000000,Республика Башкортостан,ноябрь,2010,"2,339"
80000000000,Республика Башкортостан,ноябрь,2011,"3,156"
80000000000,Республика Башкортостан,ноябрь,2012,"2,299"
80000000000,Республика Башкортостан,ноябрь,2013,"2,412"
80000000000,Республика Башкортостан,ноябрь,2014,"2,220"
80000000000,Республика Башкортостан,ноябрь,2015,"1,987"
80000000000,Республика Башкортостан,ноябрь,2016,"1,481"
80000000000,Республика Башкортостан,ноябрь,2017,"1,681"
80000000000,Республика Башкортостан,ноябрь,2018,"1,507"
80000000000,Республика Башкортостан,ноябрь,2019,"1,892"
80000000000,Республика Башкортостан,ноябрь,2020,"1,217"
80000000000,Республика Башкортостан,декабрь,2006,"2,658"
80000000000,Республика Башкортостан,декабрь,2007,"4,144"
80000000000,Республика Башкортостан,декабрь,2008,"2,388"
80000000000,Республика Башкортостан,декабрь,2009,"2,699"
80000000000,Республика Башкортостан,декабрь,2010,"2,520"
80000000000,Республика Башкортостан,декабрь,2011,"4,041"
80000000000,Республика Башкортостан,декабрь,2012,"2,651"
80000000000,Республика Башкортостан,декабрь,2013,"2,479"
80000000000,Республика Башкортостан,декабрь,2014,"2,411"
80000000000,Республика Башкортостан,декабрь,2015,"2,953"
80000000000,Республика Башкортостан,декабрь,2016,"1,745"
80000000000,Республика Башкортостан,декабрь,2017,"2,091"
80000000000,Республика Башкортостан,декабрь,2018,"1,939"
80000000000,Республика Башкортостан,декабрь,2019,"2,276"
80000000000,Республика Башкортостан,декабрь,2020,"1,393"
88000000000,Республика Марий Эл,январь,2006,285
88000000000,Республика Марий Эл,январь,2007,308
88000000000,Республика Марий Эл,январь,2008,218
88000000000,Республика Марий Эл,январь,2009,288
88000000000,Республика Марий Эл,январь,2010,332
88000000000,Республика Марий Эл,январь,2011,289
88000000000,Республика Марий Эл,январь,2012,251
88000000000,Республика Марий Эл,январь,2013,264
88000000000,Республика Марий Эл,январь,2014,266
88000000000,Республика Марий Эл,январь,2015,258
88000000000,Республика Марий Эл,январь,2016,185
88000000000,Республика Марий Эл,январь,2017,203
88000000000,Республика Марий Эл,январь,2018,210
88000000000,Республика Марий Эл,январь,2019,192
88000000000,Республика Марий Эл,январь,2020,146
88000000000,Республика Марий Эл,февраль,2006,333
88000000000,Республика Марий Эл,февраль,2007,380
88000000000,Республика Марий Эл,февраль,2008,341
88000000000,Республика Марий Эл,февраль,2009,379
88000000000,Республика Марий Эл,февраль,2010,359
88000000000,Республика Марий Эл,февраль,2011,344
88000000000,Республика Марий Эл,февраль,2012,309
88000000000,Республика Марий Эл,февраль,2013,302
88000000000,Республика Марий Эл,февраль,2014,380
88000000000,Республика Марий Эл,февраль,2015,292
88000000000,Республика Марий Эл,февраль,2016,248
88000000000,Республика Марий Эл,февраль,2017,264
88000000000,Республика Марий Эл,февраль,2018,202
88000000000,Республика Марий Эл,февраль,2019,204
88000000000,Республика Марий Эл,февраль,2020,238
88000000000,Республика Марий Эл,март,2006,336
88000000000,Республика Марий Эл,март,2007,291
88000000000,Республика Марий Эл,март,2008,331
88000000000,Республика Марий Эл,март,2009,266
88000000000,Республика Марий Эл,март,2010,236
88000000000,Республика Марий Эл,март,2011,342
88000000000,Республика Марий Эл,март,2012,247
88000000000,Республика Марий Эл,март,2013,428
88000000000,Республика Марий Эл,март,2014,328
88000000000,Республика Марий Эл,март,2015,229
88000000000,Республика Марий Эл,март,2016,238
88000000000,Республика Марий Эл,март,2017,179
88000000000,Республика Марий Эл,март,2018,193
88000000000,Республика Марий Эл,март,2019,236
88000000000,Республика Марий Эл,март,2020,172
88000000000,Республика Марий Эл,апрель,2006,377
88000000000,Республика Марий Эл,апрель,2007,479
88000000000,Республика Марий Эл,апрель,2008,246
88000000000,Республика Марий Эл,апрель,2009,443
88000000000,Республика Марий Эл,апрель,2010,507
88000000000,Республика Марий Эл,апрель,2011,386
88000000000,Республика Марий Эл,апрель,2012,387
88000000000,Республика Марий Эл,апрель,2013,224
88000000000,Республика Марий Эл,апрель,2014,351
88000000000,Республика Марий Эл,апрель,2015,328
88000000000,Республика Марий Эл,апрель,2016,162
88000000000,Республика Марий Эл,апрель,2017,296
88000000000,Республика Марий Эл,апрель,2018,253
88000000000,Республика Марий Эл,апрель,2019,156
88000000000,Республика Марий Эл,апрель,2020,115
88000000000,Республика Марий Эл,май,2006,118
88000000000,Республика Марий Эл,май,2007,144
88000000000,Республика Марий Эл,май,2008,176
88000000000,Республика Марий Эл,май,2009,156
88000000000,Республика Марий Эл,май,2010,154
88000000000,Республика Марий Эл,май,2011,194
88000000000,Республика Марий Эл,май,2012,188
88000000000,Республика Марий Эл,май,2013,187
88000000000,Республика Марий Эл,май,2014,201
88000000000,Республика Марий Эл,май,2015,196
88000000000,Республика Марий Эл,май,2016,150
88000000000,Республика Марий Эл,май,2017,141
88000000000,Республика Марий Эл,май,2018,147
88000000000,Республика Марий Эл,май,2019,135
88000000000,Республика Марий Эл,май,2020,56
88000000000,Республика Марий Эл,июнь,2006,517
88000000000,Республика Марий Эл,июнь,2007,547
88000000000,Республика Марий Эл,июнь,2008,539
88000000000,Республика Марий Эл,июнь,2009,533
88000000000,Республика Марий Эл,июнь,2010,515
88000000000,Республика Марий Эл,июнь,2011,648
88000000000,Республика Марий Эл,июнь,2012,625
88000000000,Республика Марий Эл,июнь,2013,661
88000000000,Республика Марий Эл,июнь,2014,566
88000000000,Республика Марий Эл,июнь,2015,495
88000000000,Республика Марий Эл,июнь,2016,435
88000000000,Республика Марий Эл,июнь,2017,437
88000000000,Республика Марий Эл,июнь,2018,384
88000000000,Республика Марий Эл,июнь,2019,393
88000000000,Республика Марий Эл,июнь,2020,201
88000000000,Республика Марий Эл,июль,2006,609
88000000000,Республика Марий Эл,июль,2007,720
88000000000,Республика Марий Эл,июль,2008,564
88000000000,Республика Марий Эл,июль,2009,641
88000000000,Республика Марий Эл,июль,2010,764
88000000000,Республика Марий Эл,июль,2011,811
88000000000,Республика Марий Эл,июль,2012,709
88000000000,Республика Марий Эл,июль,2013,699
88000000000,Республика Марий Эл,июль,2014,716
88000000000,Республика Марий Эл,июль,2015,667
88000000000,Республика Марий Эл,июль,2016,546
88000000000,Республика Марий Эл,июль,2017,613
88000000000,Республика Марий Эл,июль,2018,503
88000000000,Республика Марий Эл,июль,2019,430
88000000000,Республика Марий Эл,июль,2020,333
88000000000,Республика Марий Эл,август,2006,794
88000000000,Республика Марий Эл,август,2007,858
88000000000,Республика Марий Эл,август,2008,969
88000000000,Республика Марий Эл,август,2009,793
88000000000,Республика Марий Эл,август,2010,746
88000000000,Республика Марий Эл,август,2011,794
88000000000,Республика Марий Эл,август,2012,860
88000000000,Республика Марий Эл,август,2013,853
88000000000,Республика Марий Эл,август,2014,807
88000000000,Республика Марий Эл,август,2015,734
88000000000,Республика Марий Эл,август,2016,565
88000000000,Республика Марий Эл,август,2017,578
88000000000,Республика Марий Эл,август,2018,592
88000000000,Республика Марий Эл,август,2019,488
88000000000,Республика Марий Эл,август,2020,419
88000000000,Республика Марий Эл,сентябрь,2006,679
88000000000,Республика Марий Эл,сентябрь,2007,715
88000000000,Республика Марий Эл,сентябрь,2008,614
88000000000,Республика Марий Эл,сентябрь,2009,624
88000000000,Республика Марий Эл,сентябрь,2010,651
88000000000,Республика Марий Эл,сентябрь,2011,829
88000000000,Республика Марий Эл,сентябрь,2012,718
88000000000,Республика Марий Эл,сентябрь,2013,640
88000000000,Республика Марий Эл,сентябрь,2014,593
88000000000,Республика Марий Эл,сентябрь,2015,568
88000000000,Республика Марий Эл,сентябрь,2016,415
88000000000,Республика Марий Эл,сентябрь,2017,449
88000000000,Республика Марий Эл,сентябрь,2018,457
88000000000,Республика Марий Эл,сентябрь,2019,382
88000000000,Республика Марий Эл,сентябрь,2020,313
88000000000,Республика Марий Эл,октябрь,2006,433
88000000000,Республика Марий Эл,октябрь,2007,468
88000000000,Республика Марий Эл,октябрь,2008,496
88000000000,Республика Марий Эл,октябрь,2009,450
88000000000,Республика Марий Эл,октябрь,2010,521
88000000000,Республика Марий Эл,октябрь,2011,599
88000000000,Республика Марий Эл,октябрь,2012,435
88000000000,Республика Марий Эл,октябрь,2013,421
88000000000,Республика Марий Эл,октябрь,2014,458
88000000000,Республика Марий Эл,октябрь,2015,484
88000000000,Республика Марий Эл,октябрь,2016,284
88000000000,Республика Марий Эл,октябрь,2017,304
88000000000,Республика Марий Эл,октябрь,2018,195
88000000000,Республика Марий Эл,октябрь,2019,308
88000000000,Республика Марий Эл,октябрь,2020,316
88000000000,Республика Марий Эл,ноябрь,2006,425
88000000000,Республика Марий Эл,ноябрь,2007,673
88000000000,Республика Марий Эл,ноябрь,2008,461
88000000000,Республика Марий Эл,ноябрь,2009,423
88000000000,Республика Марий Эл,ноябрь,2010,446
88000000000,Республика Марий Эл,ноябрь,2011,626
88000000000,Республика Марий Эл,ноябрь,2012,438
88000000000,Республика Марий Эл,ноябрь,2013,424
88000000000,Республика Марий Эл,ноябрь,2014,364
88000000000,Республика Марий Эл,ноябрь,2015,397
88000000000,Республика Марий Эл,ноябрь,2016,252
88000000000,Республика Марий Эл,ноябрь,2017,292
88000000000,Республика Марий Эл,ноябрь,2018,195
88000000000,Республика Марий Эл,ноябрь,2019,347
88000000000,Республика Марий Эл,ноябрь,2020,171
88000000000,Республика Марий Эл,декабрь,2006,361
88000000000,Республика Марий Эл,декабрь,2007,715
88000000000,Республика Марий Эл,декабрь,2008,406
88000000000,Республика Марий Эл,декабрь,2009,337
88000000000,Республика Марий Эл,декабрь,2010,354
88000000000,Республика Марий Эл,декабрь,2011,668
88000000000,Республика Марий Эл,декабрь,2012,416
88000000000,Республика Марий Эл,декабрь,2013,370
88000000000,Республика Марий Эл,декабрь,2014,323
88000000000,Республика Марий Эл,декабрь,2015,447
88000000000,Республика Марий Эл,декабрь,2016,215
88000000000,Республика Марий Эл,декабрь,2017,266
88000000000,Республика Марий Эл,декабрь,2018,199
88000000000,Республика Марий Эл,декабрь,2019,279
88000000000,Республика Марий Эл,декабрь,2020,167
89000000000,Республика Мордовия,январь,2006,386
89000000000,Республика Мордовия,январь,2007,393
89000000000,Республика Мордовия,январь,2008,323
89000000000,Республика Мордовия,январь,2009,382
89000000000,Республика Мордовия,январь,2010,438
89000000000,Республика Мордовия,январь,2011,364
89000000000,Республика Мордовия,январь,2012,319
89000000000,Республика Мордовия,январь,2013,309
89000000000,Республика Мордовия,январь,2014,307
89000000000,Республика Мордовия,январь,2015,309
89000000000,Республика Мордовия,январь,2016,238
89000000000,Республика Мордовия,январь,2017,255
89000000000,Республика Мордовия,январь,2018,233
89000000000,Республика Мордовия,январь,2019,232
89000000000,Республика Мордовия,январь,2020,151
89000000000,Республика Мордовия,февраль,2006,442
89000000000,Республика Мордовия,февраль,2007,486
89000000000,Республика Мордовия,февраль,2008,392
89000000000,Республика Мордовия,февраль,2009,527
89000000000,Республика Мордовия,февраль,2010,312
89000000000,Республика Мордовия,февраль,2011,397
89000000000,Республика Мордовия,февраль,2012,415
89000000000,Республика Мордовия,февраль,2013,385
89000000000,Республика Мордовия,февраль,2014,397
89000000000,Республика Мордовия,февраль,2015,349
89000000000,Республика Мордовия,февраль,2016,269
89000000000,Республика Мордовия,февраль,2017,333
89000000000,Республика Мордовия,февраль,2018,248
89000000000,Республика Мордовия,февраль,2019,244
89000000000,Республика Мордовия,февраль,2020,274
89000000000,Республика Мордовия,март,2006,280
89000000000,Республика Мордовия,март,2007,171
89000000000,Республика Мордовия,март,2008,388
89000000000,Республика Мордовия,март,2009,176
89000000000,Республика Мордовия,март,2010,154
89000000000,Республика Мордовия,март,2011,234
89000000000,Республика Мордовия,март,2012,122
89000000000,Республика Мордовия,март,2013,500
89000000000,Республика Мордовия,март,2014,216
89000000000,Республика Мордовия,март,2015,128
89000000000,Республика Мордовия,март,2016,282
89000000000,Республика Мордовия,март,2017,127
89000000000,Республика Мордовия,март,2018,119
89000000000,Республика Мордовия,март,2019,224
89000000000,Республика Мордовия,март,2020,109
89000000000,Республика Мордовия,апрель,2006,440
89000000000,Республика Мордовия,апрель,2007,583
89000000000,Республика Мордовия,апрель,2008,207
89000000000,Республика Мордовия,апрель,2009,514
89000000000,Республика Мордовия,апрель,2010,696
89000000000,Республика Мордовия,апрель,2011,475
89000000000,Республика Мордовия,апрель,2012,544
89000000000,Республика Мордовия,апрель,2013,149
89000000000,Республика Мордовия,апрель,2014,447
89000000000,Республика Мордовия,апрель,2015,475
89000000000,Республика Мордовия,апрель,2016,113
89000000000,Республика Мордовия,апрель,2017,421
89000000000,Республика Мордовия,апрель,2018,396
89000000000,Республика Мордовия,апрель,2019,126
89000000000,Республика Мордовия,апрель,2020,19
89000000000,Республика Мордовия,май,2006,132
89000000000,Республика Мордовия,май,2007,175
89000000000,Республика Мордовия,май,2008,261
89000000000,Республика Мордовия,май,2009,167
89000000000,Республика Мордовия,май,2010,190
89000000000,Республика Мордовия,май,2011,161
89000000000,Республика Мордовия,май,2012,188
89000000000,Республика Мордовия,май,2013,212
89000000000,Республика Мордовия,май,2014,191
89000000000,Республика Мордовия,май,2015,146
89000000000,Республика Мордовия,май,2016,196
89000000000,Республика Мордовия,май,2017,151
89000000000,Республика Мордовия,май,2018,104
89000000000,Республика Мордовия,май,2019,161
89000000000,Республика Мордовия,май,2020,11
89000000000,Республика Мордовия,июнь,2006,602
89000000000,Республика Мордовия,июнь,2007,506
89000000000,Республика Мордовия,июнь,2008,607
89000000000,Республика Мордовия,июнь,2009,545
89000000000,Республика Мордовия,июнь,2010,341
89000000000,Республика Мордовия,июнь,2011,666
89000000000,Республика Мордовия,июнь,2012,593
89000000000,Республика Мордовия,июнь,2013,802
89000000000,Республика Мордовия,июнь,2014,614
89000000000,Республика Мордовия,июнь,2015,470
89000000000,Республика Мордовия,июнь,2016,597
89000000000,Республика Мордовия,июнь,2017,463
89000000000,Республика Мордовия,июнь,2018,304
89000000000,Республика Мордовия,июнь,2019,492
89000000000,Республика Мордовия,июнь,2020,405
89000000000,Республика Мордовия,июль,2006,651
89000000000,Республика Мордовия,июль,2007,820
89000000000,Республика Мордовия,июль,2008,669
89000000000,Республика Мордовия,июль,2009,636
89000000000,Республика Мордовия,июль,2010,937
89000000000,Республика Мордовия,июль,2011,799
89000000000,Республика Мордовия,июль,2012,789
89000000000,Республика Мордовия,июль,2013,692
89000000000,Республика Мордовия,июль,2014,710
89000000000,Республика Мордовия,июль,2015,683
89000000000,Республика Мордовия,июль,2016,645
89000000000,Республика Мордовия,июль,2017,753
89000000000,Республика Мордовия,июль,2018,580
89000000000,Республика Мордовия,июль,2019,541
89000000000,Республика Мордовия,июль,2020,419
89000000000,Республика Мордовия,август,2006,672
89000000000,Республика Мордовия,август,2007,764
89000000000,Республика Мордовия,август,2008,952
89000000000,Республика Мордовия,август,2009,811
89000000000,Республика Мордовия,август,2010,673
89000000000,Республика Мордовия,август,2011,640
89000000000,Республика Мордовия,август,2012,775
89000000000,Республика Мордовия,август,2013,879
89000000000,Республика Мордовия,август,2014,849
89000000000,Республика Мордовия,август,2015,817
89000000000,Республика Мордовия,август,2016,565
89000000000,Республика Мордовия,август,2017,669
89000000000,Республика Мордовия,август,2018,707
89000000000,Республика Мордовия,август,2019,627
89000000000,Республика Мордовия,август,2020,548
89000000000,Республика Мордовия,сентябрь,2006,921
89000000000,Республика Мордовия,сентябрь,2007,932
89000000000,Республика Мордовия,сентябрь,2008,717
89000000000,Республика Мордовия,сентябрь,2009,763
89000000000,Республика Мордовия,сентябрь,2010,812
89000000000,Республика Мордовия,сентябрь,2011,982
89000000000,Республика Мордовия,сентябрь,2012,925
89000000000,Республика Мордовия,сентябрь,2013,785
89000000000,Республика Мордовия,сентябрь,2014,661
89000000000,Республика Мордовия,сентябрь,2015,723
89000000000,Республика Мордовия,сентябрь,2016,596
89000000000,Республика Мордовия,сентябрь,2017,607
89000000000,Республика Мордовия,сентябрь,2018,555
89000000000,Республика Мордовия,сентябрь,2019,497
89000000000,Республика Мордовия,сентябрь,2020,453
89000000000,Республика Мордовия,октябрь,2006,542
89000000000,Республика Мордовия,октябрь,2007,618
89000000000,Республика Мордовия,октябрь,2008,583
89000000000,Республика Мордовия,октябрь,2009,556
89000000000,Республика Мордовия,октябрь,2010,675
89000000000,Республика Мордовия,октябрь,2011,643
89000000000,Республика Мордовия,октябрь,2012,535
89000000000,Республика Мордовия,октябрь,2013,488
89000000000,Республика Мордовия,октябрь,2014,475
89000000000,Республика Мордовия,октябрь,2015,494
89000000000,Республика Мордовия,октябрь,2016,309
89000000000,Республика Мордовия,октябрь,2017,337
89000000000,Республика Мордовия,октябрь,2018,188
89000000000,Республика Мордовия,октябрь,2019,339
89000000000,Республика Мордовия,октябрь,2020,298
89000000000,Республика Мордовия,ноябрь,2006,553
89000000000,Республика Мордовия,ноябрь,2007,849
89000000000,Республика Мордовия,ноябрь,2008,585
89000000000,Республика Мордовия,ноябрь,2009,471
89000000000,Республика Мордовия,ноябрь,2010,465
89000000000,Республика Мордовия,ноябрь,2011,786
89000000000,Республика Мордовия,ноябрь,2012,507
89000000000,Республика Мордовия,ноябрь,2013,422
89000000000,Республика Мордовия,ноябрь,2014,435
89000000000,Республика Мордовия,ноябрь,2015,496
89000000000,Республика Мордовия,ноябрь,2016,312
89000000000,Республика Мордовия,ноябрь,2017,340
89000000000,Республика Мордовия,ноябрь,2018,246
89000000000,Республика Мордовия,ноябрь,2019,354
89000000000,Республика Мордовия,ноябрь,2020,193
89000000000,Республика Мордовия,декабрь,2006,198
89000000000,Республика Мордовия,декабрь,2007,310
89000000000,Республика Мордовия,декабрь,2008,229
89000000000,Республика Мордовия,декабрь,2009,242
89000000000,Республика Мордовия,декабрь,2010,181
89000000000,Республика Мордовия,декабрь,2011,253
89000000000,Республика Мордовия,декабрь,2012,256
89000000000,Республика Мордовия,декабрь,2013,174
89000000000,Республика Мордовия,декабрь,2014,220
89000000000,Республика Мордовия,декабрь,2015,277
89000000000,Республика Мордовия,декабрь,2016,143
89000000000,Республика Мордовия,декабрь,2017,192
89000000000,Республика Мордовия,декабрь,2018,130
89000000000,Республика Мордовия,декабрь,2019,181
89000000000,Республика Мордовия,декабрь,2020,125
92000000000,Республика Татарстан (Татарстан),январь,2006,"1,367"
92000000000,Республика Татарстан (Татарстан),январь,2007,"1,532"
92000000000,Республика Татарстан (Татарстан),январь,2008,"1,452"
92000000000,Республика Татарстан (Татарстан),январь,2009,"1,649"
92000000000,Республика Татарстан (Татарстан),январь,2010,"1,601"
92000000000,Республика Татарстан (Татарстан),январь,2011,"1,647"
92000000000,Республика Татарстан (Татарстан),январь,2012,"1,412"
92000000000,Республика Татарстан (Татарстан),январь,2013,"1,622"
92000000000,Республика Татарстан (Татарстан),январь,2014,"1,602"
92000000000,Республика Татарстан (Татарстан),январь,2015,"1,518"
92000000000,Республика Татарстан (Татарстан),январь,2016,"1,212"
92000000000,Республика Татарстан (Татарстан),январь,2017,"1,351"
92000000000,Республика Татарстан (Татарстан),январь,2018,"1,233"
92000000000,Республика Татарстан (Татарстан),январь,2019,"1,078"
92000000000,Республика Татарстан (Татарстан),январь,2020,"1,007"
92000000000,Республика Татарстан (Татарстан),февраль,2006,"1,554"
92000000000,Республика Татарстан (Татарстан),февраль,2007,"1,761"
92000000000,Республика Татарстан (Татарстан),февраль,2008,"1,641"
92000000000,Республика Татарстан (Татарстан),февраль,2009,"1,911"
92000000000,Республика Татарстан (Татарстан),февраль,2010,"1,658"
92000000000,Республика Татарстан (Татарстан),февраль,2011,"1,758"
92000000000,Республика Татарстан (Татарстан),февраль,2012,"1,640"
92000000000,Республика Татарстан (Татарстан),февраль,2013,"1,795"
92000000000,Республика Татарстан (Татарстан),февраль,2014,"1,992"
92000000000,Республика Татарстан (Татарстан),февраль,2015,"1,650"
92000000000,Республика Татарстан (Татарстан),февраль,2016,"1,391"
92000000000,Республика Татарстан (Татарстан),февраль,2017,"1,557"
92000000000,Республика Татарстан (Татарстан),февраль,2018,"1,309"
92000000000,Республика Татарстан (Татарстан),февраль,2019,"1,218"
92000000000,Республика Татарстан (Татарстан),февраль,2020,"1,600"
92000000000,Республика Татарстан (Татарстан),март,2006,"1,916"
92000000000,Республика Татарстан (Татарстан),март,2007,"1,979"
92000000000,Республика Татарстан (Татарстан),март,2008,"2,165"
92000000000,Республика Татарстан (Татарстан),март,2009,"1,716"
92000000000,Республика Татарстан (Татарстан),март,2010,"1,563"
92000000000,Республика Татарстан (Татарстан),март,2011,"2,034"
92000000000,Республика Татарстан (Татарстан),март,2012,"1,799"
92000000000,Республика Татарстан (Татарстан),март,2013,"2,515"
92000000000,Республика Татарстан (Татарстан),март,2014,"1,776"
92000000000,Республика Татарстан (Татарстан),март,2015,"1,452"
92000000000,Республика Татарстан (Татарстан),март,2016,"1,657"
92000000000,Республика Татарстан (Татарстан),март,2017,"1,486"
92000000000,Республика Татарстан (Татарстан),март,2018,"1,477"
92000000000,Республика Татарстан (Татарстан),март,2019,"1,551"
92000000000,Республика Татарстан (Татарстан),март,2020,"1,262"
92000000000,Республика Татарстан (Татарстан),апрель,2006,"2,095"
92000000000,Республика Татарстан (Татарстан),апрель,2007,"2,491"
92000000000,Республика Татарстан (Татарстан),апрель,2008,"1,790"
92000000000,Республика Татарстан (Татарстан),апрель,2009,"2,343"
92000000000,Республика Татарстан (Татарстан),апрель,2010,"2,819"
92000000000,Республика Татарстан (Татарстан),апрель,2011,"2,390"
92000000000,Республика Татарстан (Татарстан),апрель,2012,"2,397"
92000000000,Республика Татарстан (Татарстан),апрель,2013,"1,947"
92000000000,Республика Татарстан (Татарстан),апрель,2014,"2,372"
92000000000,Республика Татарстан (Татарстан),апрель,2015,"2,319"
92000000000,Республика Татарстан (Татарстан),апрель,2016,"1,605"
92000000000,Республика Татарстан (Татарстан),апрель,2017,"1,988"
92000000000,Республика Татарстан (Татарстан),апрель,2018,"1,798"
92000000000,Республика Татарстан (Татарстан),апрель,2019,"1,436"
92000000000,Республика Татарстан (Татарстан),апрель,2020,515
92000000000,Республика Татарстан (Татарстан),май,2006,678
92000000000,Республика Татарстан (Татарстан),май,2007,745
92000000000,Республика Татарстан (Татарстан),май,2008,"1,042"
92000000000,Республика Татарстан (Татарстан),май,2009,773
92000000000,Республика Татарстан (Татарстан),май,2010,768
92000000000,Республика Татарстан (Татарстан),май,2011,892
92000000000,Республика Татарстан (Татарстан),май,2012,951
92000000000,Республика Татарстан (Татарстан),май,2013,"1,076"
92000000000,Республика Татарстан (Татарстан),май,2014,"1,143"
92000000000,Республика Татарстан (Татарстан),май,2015,"1,092"
92000000000,Республика Татарстан (Татарстан),май,2016,"1,072"
92000000000,Республика Татарстан (Татарстан),май,2017,899
92000000000,Республика Татарстан (Татарстан),май,2018,849
92000000000,Республика Татарстан (Татарстан),май,2019,847
92000000000,Республика Татарстан (Татарстан),май,2020,372
92000000000,Республика Татарстан (Татарстан),июнь,2006,"2,590"
92000000000,Республика Татарстан (Татарстан),июнь,2007,"2,905"
92000000000,Республика Татарстан (Татарстан),июнь,2008,"2,874"
92000000000,Республика Татарстан (Татарстан),июнь,2009,"2,795"
92000000000,Республика Татарстан (Татарстан),июнь,2010,"2,916"
92000000000,Республика Татарстан (Татарстан),июнь,2011,"3,675"
92000000000,Республика Татарстан (Татарстан),июнь,2012,"4,178"
92000000000,Республика Татарстан (Татарстан),июнь,2013,"4,488"
92000000000,Республика Татарстан (Татарстан),июнь,2014,"4,028"
92000000000,Республика Татарстан (Татарстан),июнь,2015,"3,170"
92000000000,Республика Татарстан (Татарстан),июнь,2016,"2,718"
92000000000,Республика Татарстан (Татарстан),июнь,2017,"2,511"
92000000000,Республика Татарстан (Татарстан),июнь,2018,"2,387"
92000000000,Республика Татарстан (Татарстан),июнь,2019,"2,641"
92000000000,Республика Татарстан (Татарстан),июнь,2020,"1,805"
92000000000,Республика Татарстан (Татарстан),июль,2006,"3,109"
92000000000,Республика Татарстан (Татарстан),июль,2007,"3,726"
92000000000,Республика Татарстан (Татарстан),июль,2008,"3,134"
92000000000,Республика Татарстан (Татарстан),июль,2009,"3,692"
92000000000,Республика Татарстан (Татарстан),июль,2010,"5,003"
92000000000,Республика Татарстан (Татарстан),июль,2011,"5,251"
92000000000,Республика Татарстан (Татарстан),июль,2012,"4,034"
92000000000,Республика Татарстан (Татарстан),июль,2013,"3,231"
92000000000,Республика Татарстан (Татарстан),июль,2014,"3,273"
92000000000,Республика Татарстан (Татарстан),июль,2015,"3,603"
92000000000,Республика Татарстан (Татарстан),июль,2016,"3,867"
92000000000,Республика Татарстан (Татарстан),июль,2017,"4,366"
92000000000,Республика Татарстан (Татарстан),июль,2018,"3,035"
92000000000,Республика Татарстан (Татарстан),июль,2019,"3,084"
92000000000,Республика Татарстан (Татарстан),июль,2020,"2,544"
92000000000,Республика Татарстан (Татарстан),август,2006,"4,688"
92000000000,Республика Татарстан (Татарстан),август,2007,"5,269"
92000000000,Республика Татарстан (Татарстан),август,2008,"6,098"
92000000000,Республика Татарстан (Татарстан),август,2009,"4,865"
92000000000,Республика Татарстан (Татарстан),август,2010,"4,018"
92000000000,Республика Татарстан (Татарстан),август,2011,"3,517"
92000000000,Республика Татарстан (Татарстан),август,2012,"4,735"
92000000000,Республика Татарстан (Татарстан),август,2013,"5,671"
92000000000,Республика Татарстан (Татарстан),август,2014,"5,698"
92000000000,Республика Татарстан (Татарстан),август,2015,"5,120"
